	MACE_pred	av_rating	sentence	worker_0	worker_1	worker_2	worker_3	worker_4	worker_5	worker_6	worker_7	round	batch	sent_id	disagree	agree	neutral
132	agrees	0.75	The world will soon do something about global warming.	agrees	neutral	agrees	agrees	agrees	agrees	neutral	agrees	1	3	t29	0.002986909050165104	0.8925447145107269	0.10446837643910802
133	agrees	0.625	Far from staying flat since 1998, global temperatures have carried on rising.	agrees	neutral	agrees	neutral	agrees	neutral	agrees	agrees	1	3	t3	0.003779229484690297	0.7273445469468232	0.2688762235684867
134	agrees	0.875	The paper in no way diminishes the extensive body of observations that global warming is happening and that it is largely due to human activity.	agrees	neutral	agrees	agrees	agrees	agrees	agrees	agrees	1	3	t4	0.0014923202169852645	0.9888725751958438	0.009635104587170965
135	neutral	0.125	Liberated carbon makes our society possible.	neutral	neutral	neutral	neutral	agrees	neutral	neutral	neutral	1	3	t5	0.0015400451877833564	0.007823278153036295	0.9906366766591804
136	agrees	1.0	All fossil fuel use needs to be regulated to reduce global warming.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	1	3	t6	0.0006824368637608028	0.9986944267040906	0.0006231364321486357
137	agrees	0.625	Global temperatures in 2014 shattered earlier records, making 2014 the hottest year since record-keeping began in 1880.	agrees	neutral	agrees	agrees	agrees	neutral	agrees	neutral	1	3	t7	0.0035286247437514165	0.7889440507985954	0.2075273244576532
138	agrees	0.625	One round-trip flight from New York to Europe or to San Francisco creates a warming effect equivalent to 2 or 3 tons of carbon dioxide per person.	agrees	neutral	agrees	agrees	agrees	neutral	agrees	neutral	1	3	t8	0.0035757250453559287	0.7863619049913587	0.21006236996328545
139	disagrees	-0.5	Carbon dioxide is not a “primary contributor” to global warming.	neutral	neutral	disagrees	disagrees	neutral	disagrees	neutral	disagrees	1	3	t9	0.6627807776561403	0.003977769506172141	0.33324145283768764
140	disagrees	-0.875	Global warming is a hoax.	disagrees	disagrees	disagrees	neutral	disagrees	disagrees	disagrees	disagrees	1	4	s0			
141	agrees	0.75	Alarming levels of sea level rise are predicted to threaten Florida over the next decades.	agrees	neutral	agrees	agrees	agrees	neutral	agrees	agrees	1	4	s1			
142	neutral	0.25	Over the past several years, the United States has seen an increase in business growth that has counteracted the lingering effects of the recession.	neutral	neutral	agrees	agrees	neutral	neutral	neutral	neutral	1	4	s2			
143	agrees	0.875	Global warming is happening and it will be dangerous to human health and welfare.	agrees	agrees	agrees	neutral	agrees	agrees	agrees	agrees	1	4	s3			
144	neutral	0.0	Some icebergs are cute.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	1	4	s4			
145	disagrees	-0.75	One of those pesky realist scientists whose research using awkward facts shows that global warming isn’t nearly the peril it’s cracked up to be and which may ultimately be one of the reasons why Flannery no longer has that $ 180,000 a year (for a three-day week) job.	disagrees	neutral	disagrees	neutral	disagrees	disagrees	disagrees	disagrees	1	4	t0	0.9520675823143684	0.0025876335430255787	0.04534478414260605
146	neutral	0.25	We can not live on fossil fuel forever.	agrees	neutral	neutral	neutral	agrees	neutral	neutral	neutral	1	4	t1	0.002918282646035832	0.09912557177350484	0.8979561455804594
147	agrees	1.0	Global warming is what is causing the climate to change .	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	1	4	t10	0.001002587708290074	0.9975472469651836	0.0014501653265263552
148	agrees	0.625	Anyone objectively looking at the data, even at the graph produced above, can see that climate models are much, much, much better at predicting global warming over the past decade.	neutral	agrees	agrees	neutral	agrees	neutral	agrees	agrees	1	4	t11	0.0035972465385705975	0.7892303929192553	0.207172360542174
149	agrees	0.5	Rich countries like the United States the United States the United States bear moral responsibility for global warming and should not deny poor countries the chance to build their economies.	agrees	neutral	agrees	disagrees	agrees	agrees	agrees	neutral	1	4	t12	0.005057702575661027	0.8103898183824356	0.18455247904190325
150	neutral	-0.125	Europe is suffering from political rejection of fossil fuels.	disagrees	neutral	neutral	neutral	neutral	neutral	neutral	neutral	1	4	t13	0.03319107148110932	0.002342107429011793	0.9644668210898788
151	neutral	0.25	Texas can accept that sea level is rising.	neutral	neutral	neutral	agrees	agrees	neutral	neutral	neutral	1	4	t14	0.0017672472648665478	0.020134140286084085	0.9780986124490496
152	neutral	-0.125	The average American generates about 19 tons of carbon dioxide a year.	neutral	neutral	neutral	disagrees	neutral	neutral	neutral	neutral	1	4	t15	0.0012174875215695301	0.0010016167595692962	0.9977808957188612
153	neutral	0.125	The federal government still lacks a comprehensive strategy to tackle floods.	neutral	neutral	neutral	agrees	neutral	neutral	neutral	neutral	1	4	t16	0.000836276636241316	0.001365017382821892	0.9977987059809368
154	agrees	0.75	Global warming is likely to prove dangerous.	agrees	agrees	agrees	disagrees	agrees	agrees	agrees	agrees	1	4	t17	0.0015867571578155409	0.9967994943662948	0.0016137484758896288
155	agrees	0.75	A diet heavy on vegetables is the best diet for the planet in this age of global warming.	agrees	agrees	agrees	agrees	neutral	agrees	agrees	neutral	1	4	t18	0.0034105661028346603	0.8616137727637637	0.13497566113340173
156	agrees	0.5	Carbon dioxide is responsible for the warming.	neutral	agrees	neutral	neutral	agrees	agrees	agrees	neutral	1	4	t19	0.003997186334504293	0.5687784287475932	0.42722438491790254
157	neutral	-0.125	It interesting that environmental groups are opposed to fracking, which studies have shown help reduce carbon emissions.	neutral	neutral	neutral	neutral	disagrees	neutral	neutral	neutral	1	4	t2	0.018509978837541338	0.0020181261959871344	0.9794718949664716
158	neutral	0.125	Natural variability is large for sea ice.	neutral	neutral	neutral	agrees	neutral	neutral	neutral	neutral	1	4	t20	0.0008580670193648787	0.0013914081619726692	0.9977505248186626
159	agrees	0.75	Global warming is due in large part to human activity.	agrees	neutral	agrees	neutral	agrees	agrees	agrees	agrees	1	4	t21	0.0025781907429595838	0.9461371896511068	0.05128461960593368
160	neutral	0.125	Sea level rise is accelerating.	neutral	neutral	agrees	disagrees	agrees	neutral	neutral	neutral	1	4	t22	0.004661981716131215	0.139714521793095	0.8556234964907738
161	neutral	0.25	These regions are pumping carbon dioxide to the atmosphere.	neutral	agrees	neutral	neutral	agrees	neutral	neutral	neutral	1	4	t23	0.002969750242033373	0.10693592581866816	0.8900943239392985
162	agrees	1.0	The United States government has violated their constitutional rights by allowing fossil fuel production to continue — despite knowing its effects on the planet.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	1	4	t24	0.0009959463744297068	0.9975120543305924	0.001491999294977855
163	agrees	0.75	A mammoth effort is needed, beginning now and carrying through the century, to decarbonize global energy systems.	agrees	agrees	agrees	disagrees	agrees	agrees	agrees	agrees	1	4	t25	0.0016335434194677866	0.9967337674243562	0.0016326891561761064
164	agrees	0.75	Co2 is a demon molecule that causes global warming.	agrees	agrees	agrees	disagrees	agrees	agrees	agrees	agrees	1	4	t26	0.0016519911833915474	0.9966793495092706	0.0016686593073377673
165	neutral	-0.125	There appears to be hope for travel and tourism to continue to grow in the wake of global warming.	neutral	neutral	neutral	disagrees	agrees	disagrees	neutral	neutral	1	4	t27	0.07669321908286153	0.030076126313527136	0.8932306546036113
166	neutral	0.25	These findings will require an upward revision to current predictions of sea level rise.	agrees	neutral	neutral	agrees	neutral	neutral	neutral	neutral	1	4	t28	0.002101454628466315	0.034739464943281034	0.9631590804282528
167	agrees	0.875	Sea level rise is a direct consequence of global warming.	agrees	agrees	agrees	neutral	agrees	agrees	agrees	agrees	1	4	t29	0.0011763012352056519	0.9963857673343532	0.002437931430441101
168	disagrees	-0.625	The striking Arctic change is as much a result of ice moving as melting.	neutral	disagrees	disagrees	disagrees	disagrees	neutral	neutral	disagrees	1	4	t3	0.5856079391282837	0.004281976054295351	0.41011008481742106
169	neutral	0.375	The human contribution to the global greenhouse effect has increased 29 percent since 1999.	agrees	neutral	neutral	neutral	agrees	agrees	neutral	neutral	1	4	t4	0.003636457597744875	0.2858224314744869	0.7105411109277683
170	disagrees	-0.875	Global warming is not a crisis.	disagrees	disagrees	disagrees	neutral	disagrees	disagrees	disagrees	disagrees	1	4	t5	0.9968271534859277	0.0011768613106898926	0.00199598520338252
171	agrees	0.75	More warming leads to more fires, which release more carbon, which causes more warming, and so on.	agrees	agrees	agrees	neutral	agrees	agrees	agrees	neutral	1	4	t6	0.0026128259857286875	0.9416120330425568	0.05577514097171452
172	disagrees	-0.375	The carbon regulations are unconstitutional.	disagrees	disagrees	neutral	agrees	disagrees	neutral	disagrees	neutral	1	4	t7	0.5670512065660784	0.005776754655361492	0.42717203877856014
173	neutral	0.125	A low amount of Arctic sea ice, while not record-breaking, is the new normal.	neutral	neutral	neutral	agrees	neutral	neutral	neutral	neutral	1	4	t8	0.0008605884492988543	0.0013594247649035955	0.9977799867857976
174	neutral	0.375	The rate of Antarctic melt is already six times faster than it is just a few decades ago.	agrees	agrees	neutral	disagrees	agrees	neutral	neutral	agrees	1	4	t9	0.005935935920368242	0.4825858082393082	0.5114782558403235
175	disagrees	-0.75	Global warming is a hoax.	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	agrees	1	5	s0			
176	agrees	0.625	Alarming levels of sea level rise are predicted to threaten Florida over the next decades.	agrees	agrees	neutral	neutral	agrees	agrees	agrees	neutral	1	5	s1			
177	neutral	0.125	Over the past several years, the United States has seen an increase in business growth that has counteracted the lingering effects of the recession.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	agrees	1	5	s2			
178	agrees	1.0	Global warming is happening and it will be dangerous to human health and welfare.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	1	5	s3			
179	neutral	0.0	Some icebergs are cute.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	1	5	s4			
180	neutral	-0.375	Coral reefs may be more resilient to global warming and bleaching than we think.	neutral	disagrees	neutral	neutral	disagrees	neutral	disagrees	neutral	1	5	t0	0.4958318666431126	0.005378886563031958	0.4987892467938554
181	agrees	0.125	The basics are clear long ago and the response to global warming is more about ethics and economics than data.	disagrees	neutral	neutral	neutral	agrees	agrees	disagrees	agrees	1	5	t1	0.08625588254687341	0.5724446292300885	0.341299488223038
182	neutral	0.0	Much of the rise in sea level we’ve seen since the 1880s is the result of thermal expansion.	neutral	neutral	neutral	agrees	disagrees	agrees	neutral	disagrees	1	5	t10	0.2443228830921138	0.2563344487232604	0.4993426681846258
183	neutral	-0.375	To further pound the point home, the article the article is festooned with imaginative graphics of future human fossils.	neutral	neutral	neutral	disagrees	disagrees	neutral	disagrees	neutral	1	5	t11	0.38691018556179424	0.00526460873624241	0.6078252057019634
184	agrees	0.5	The odds for human extinction because of climate change or global warming are 50 percent or more.	neutral	agrees	agrees	agrees	agrees	agrees	neutral	disagrees	1	5	t12	0.0033283934663707287	0.9833000187372312	0.013371587796398136
185	agrees	0.625	Co2 is responsible for the apparent global temperature increase.	agrees	neutral	agrees	neutral	agrees	agrees	neutral	agrees	1	5	t13	0.002334961190323177	0.912005939188716	0.08565909962096101
186	agrees	0.5	Climate change, rising atmospheric carbon dioxide, excess nutrient inputs, and pollution in its many forms are fundamentally altering the chemistry of the ocean, often on a global scale and, in some cases, at rates greatly exceeding those in the historical and recent geological record.	neutral	agrees	agrees	neutral	agrees	agrees	neutral	neutral	1	5	t14	0.002253350357566467	0.9250967312821378	0.07264991836029579
187	disagrees	-0.5	Global surface temperatures have not increased for the past 15 years.	disagrees	neutral	disagrees	neutral	disagrees	disagrees	neutral	neutral	1	5	t15	0.8800906466467514	0.0034945216091025843	0.11641483174414613
188	neutral	0.0	In recent years, the rising earth has probably skewed satellite measurements of ice loss, leading researchers to underestimate the rate of vanishing ice by as much as 10 percent.	neutral	neutral	neutral	neutral	neutral	disagrees	agrees	neutral	1	5	t16	0.05076611712716756	0.013626531794557164	0.9356073510782752
189	agrees	0.75	Humanity is about to cause an equal or greater rise in sea level.	neutral	neutral	agrees	agrees	agrees	agrees	agrees	agrees	1	5	t17	0.0018080041141266237	0.9553366295859028	0.04285536629997048
190	neutral	0.0	California’s forests emitted more carbon than they sequestered.	neutral	neutral	neutral	neutral	neutral	agrees	neutral	disagrees	1	5	t18	0.006625522691096568	0.04722513173904884	0.9461493455698544
191	neutral	0.375	As global temperatures rise, microbes in the soil have been releasing CO2 faster than plants can snatch it up again.	agrees	neutral	neutral	neutral	neutral	agrees	neutral	agrees	1	5	t19	0.0036361096616535056	0.19851091332166854	0.797852977016678
192	neutral	-0.125	For most uses, the GHG footprint of shale gas is greater than that of other fossil fuels on time scales of up to 100 years.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	disagrees	1	5	t2	0.0025737144734512985	0.00150077124978069	0.995925514276768
